id,url,title,subtitle,claps,responses,reading_time,publication,date,title_length,subtitle_length
27,https://medium.com/swlh/how-i-balanced-a-side-hustle-with-a-9-5-until-i-quit-for-4-hour-workdays-98a10b9135b7,how_i_balanced_a_side_hustle_with_a_9–5_until_i_quit_for_4-hour workdays,here_are_various_tips_for you.,658.0,8,4,the_startup,04-03-2023,72,30
28,https://medium.com/swlh/how-ive-showed-up-to-write-on-the-internet-for-1000-days-b8d29c6a2817,how_i’ve_showed_up_to_write_on_the_internet_for_1000 days,the_things_you’ve_never_been told,1200.0,25,4,the_startup,04-03-2023,57,33
29,https://medium.com/swlh/heres-how-i-would-make-my-1-online-with-the-help-of-ai-if-i-had-to-start-over-e7a0042fc059,"<strong_class=""markup--strong_markup--h3-strong"">here’s_how_i_would_make_my_$1_online_with_the_help_of_ai_if_i_had_to_start over</strong>",it’s_easy_but_you have…,301.0,3,6,the_startup,04-03-2023,137,23
30,https://medium.com/swlh/the-secret-to-unlocking-your-brains-capacity-c4322d9c92e1,"<strong_class=""markup--strong_markup--h3-strong""><em_class=""markup--em_markup--h3-em"">the_secret_to_unlocking_your_brain’s_capacity:_a_simple_hack_for_balancing_quick_critical_thinking_and solving</em></strong>",0,293.0,1,7,the_startup,04-03-2023,210,0
31,https://writingcooperative.com/the-three-writing-exercises-that-actually-help-me-out-of-fiction-ruts-8cde8c3b81d1,the_three_writing_exercises_that_actually_help_me_out_of_fiction ruts,and_a_bonus_productivity_tip…,341.0,4,5,the_writing_cooperative,04-03-2023,69,29
32,https://writingcooperative.com/ten-months-to-publication-so-who-is-kaye-macey-bcb577175d75,ten_months_to_publication:_so_who_is_kaye macey?,fictional_characters_and_method writing.,168.0,2,4,the_writing_cooperative,04-03-2023,48,40
33,https://towardsdatascience.com/overcoming-automatic-speech-recognition-challenges-the-next-frontier-e26c31d643cc,"<strong_class=""markup--strong_markup--h3-strong"">overcoming_automatic_speech_recognition_challenges:_the_next frontier</strong>","advancements,_opportunities,_and…",15.0,1,17,towards_data_science,30-03-2023,127,33
34,https://towardsdatascience.com/tackling-the-problems-of-a-changing-world-with-data-13781b3a6088,tackling_the_problems_of_a_changing_world_with data,0,15.0,0,3,towards_data_science,30-03-2023,51,0
35,https://towardsdatascience.com/why-is-it-so-difficult-to-successfully-get-ai-technologies-adopted-into-clinical-care-4fa549d2c36,why_is_it_so_difficult_to_successfully_get_ai_technologies_adopted_into_clinical care?,0,101.0,0,9,towards_data_science,30-03-2023,86,0
36,https://towardsdatascience.com/maintaining-the-quality-of-your-feature-store-5713236b9370,maintaining_the_quality_of_your_feature store,the_fundamentals_of_feature_stores_and_a_few_tips_on how…,67.0,0,5,towards_data_science,30-03-2023,45,57
37,https://uxdesign.cc/from-burnout-to-balance-why-are-so-many-ux-designers-fatigued-426e750e9bb0,from_burnout_to_balance:_why_are_so_many_ux_designers_fatigued?,there’s_a_mental_health_problem_in ux…,135.0,4,7,ux_collective,30-03-2023,63,38
38,https://uxdesign.cc/how-airbnb-attracted-close-to-a-million-new-hosts-in-2022-4a7811b24b3d,how_airbnb_attracted_close_to_a_million_new_hosts_in 2022,a_review_of_the_platform’s_host_onboarding…,127.0,1,8,ux_collective,30-03-2023,57,43
39,https://medium.com/swlh/from-zero-to-100-a-day-the-ultimate-guide-to-launching-a-content-based-business-5418c03a88a6,from_zero_to_$100_a_day:_the_ultimate_guide_to_launching_a_content-based_business,in_less_than_3 hours…,623.0,13,4,the_startup,30-03-2023,81,21
40,https://medium.com/swlh/how-i-built-online-income-streams-alongside-my-9-5-11ab172d0e89,how_i_built_online_income_streams_alongside_my 9–5,"and_how_you_can, too.",475.0,8,4,the_startup,30-03-2023,50,21
41,https://medium.com/swlh/how-a-bag-of-broccoli-taught-me-an-unforgettable-lesson-about-startups-7663d43a56ad,"<strong_class=""markup--strong_markup--h3-strong"">how_a_bag_of_broccoli_taught_me_an_unforgettable_lesson_about startups</strong>",you_don’t_have_to like…,65.0,1,6,the_startup,30-03-2023,128,23
42,https://medium.com/swlh/4-months-ago-i-quit-my-job-to-start-my-own-business-16a0542bb00,"4_months_ago,_i_quit_my_job_to_start_my_own_business._here_are_5_career_lessons_i_have_learned_so far.",0,11.0,0,7,the_startup,30-03-2023,102,0
43,https://writingcooperative.com/selling-your-self-published-novel-is-all-about-relationships-8fa87dda1ed9,selling_your_self-published_novel_is_all_about_relationships,0,22.0,0,7,the_writing_cooperative,30-03-2023,60,0
44,https://writingcooperative.com/how-to-write-better-character-description-498d81084c8a,how_to_write_better_character_description,simple_tips_that_any_writer_can apply,57.0,2,5,the_writing_cooperative,30-03-2023,41,37
45,https://towardsdatascience.com/how-to-effectively-use-lambda-functions-in-python-as-a-data-scientist-fd6171554053,how_to_effectively_use_lambda_functions_in_python_as_a_data_scientist,an_introduction_to_their syntax…,260.0,3,7,towards_data_science,01-03-2023,69,32
46,https://towardsdatascience.com/use-pygwalker-to-enhance-your-jupyter-notebook-eda-experience-d7a5ee358be9,using_pygwalker_to_enhance_your_jupyter_notebook_eda_experience,an_introduction_to_the_pygwalker…,275.0,10,8,towards_data_science,01-03-2023,63,33
47,https://towardsdatascience.com/5-jupyter-hacks-that-you-never-knew-even-existed-9dc0a08fd90a,5_jupyter_hacks_that_you_never_knew_even existed,with_a_bonus tip,509.0,7,6,towards_data_science,01-03-2023,48,16
48,https://towardsdatascience.com/building-a-recommender-system-using-machine-learning-2eefba9a692e,building_a_recommender_system_using_machine learning,0,0.0,0,6,towards_data_science,01-03-2023,52,0
49,https://towardsdatascience.com/chatgpts-electricity-consumption-7873483feac4,chatgpt’s_electricity_consumption,chatgpt_may_have_consumed_as_much_electricity…,15.0,0,7,towards_data_science,01-03-2023,33,46
50,https://towardsdatascience.com/unlocking-the-potential-of-jupyterlab-discover-the-powerful-text-editor-you-never-knew-you-had-af18bf5bce3f,unlocking_the_potential_of_jupyterlab:_discover_the_powerful_text_editor_you_never_knew_you had,0,80.0,1,6,towards_data_science,01-03-2023,95,0
51,https://towardsdatascience.com/10-things-about-julia-i-wish-i-knew-earlier-3104ce7e3a2c,10_things_about_julia_i_wish_i_knew earlier,various_different_julian_programming_concepts_that_i wish…,48.0,2,11,towards_data_science,01-03-2023,43,58
52,https://towardsdatascience.com/how-to-tackle-class-imbalance-without-resampling-47bbeb2180aa,how_to_tackle_class_imbalance_without_resampling,imbalanced_classification_beyond_resampling…,163.0,0,7,towards_data_science,01-03-2023,48,44
53,https://towardsdatascience.com/mlops-with-optuna-b7c52d931b4b,mlops_with optuna,"don’t_waste_your_time,_use optuna",22.0,0,7,towards_data_science,01-03-2023,17,33
54,https://towardsdatascience.com/the-kaggle-blueprints-unlocking-winning-approaches-to-data-science-competitions-24d7416ef5fd,the_kaggle_blueprints:_unlocking_winning_approaches_to_data_science_competitions,0,151.0,2,2,towards_data_science,01-03-2023,80,0
55,https://towardsdatascience.com/introduction-to-pytorch-e0235570a080,introduction_to pytorch,going_through_the_workflow_of_a_pytorch project,18.0,1,13,towards_data_science,01-03-2023,23,47
56,https://towardsdatascience.com/command-line-interface-cli-tutorial-how-advanced-users-interact-with-computers-28cf88f81ce,command_line_interface_(cli)_tutorial — how_advanced_users_interact_with_computers,0,2.0,0,12,towards_data_science,01-03-2023,82,0
57,https://towardsdatascience.com/seir-modeling-in-r-using-desolve-chronic-wasting-disease-in-deer-d88b4de2d6c6,seir_modeling_in_r_using_desolve — chronic_wasting_disease_in deer,gaining_health_policy_insight with…,40.0,0,14,towards_data_science,01-03-2023,66,35
58,https://towardsdatascience.com/optimization-newtons-method-profit-maximization-part-3-applied-profit-maximization-23a8c16167cd,"optimization,_newton’s_method,_&_profit_maximization:_part_3 — applied_profit_maximization",0,58.0,0,17,towards_data_science,01-03-2023,90,0
59,https://towardsdatascience.com/using-apache-kafka-for-data-streaming-9199699623fa,using_apache_kafka_for_data_streaming,learn_how_to_install_and_use_kafka_to_send_and_receive messages,3.0,0,6,towards_data_science,01-03-2023,37,63
60,https://towardsdatascience.com/breaking-linearity-with-relu-d2cfa7ebf264,breaking_linearity_with relu,explaining_how_and_why_the_relu_activation_function_is_non-linear,139.0,0,4,towards_data_science,01-03-2023,28,65
61,https://towardsdatascience.com/5-ways-of-implementing-open-closed-principle-with-python-51fd21a90772,5_ways_of_implementing_open_closed_principle_with python,object_oriented_programming_principles_for…,7.0,0,9,towards_data_science,01-03-2023,56,43
62,https://towardsdatascience.com/migrating-data-make-the-most-of-the-product-itself-b79b56d5e6c1,migrating_data?_make_the_most_of_the_product itself!,use_the_product_features_to_make_the data…,51.0,0,7,towards_data_science,01-03-2023,52,42
63,https://uxdesign.cc/figma-culture-is-destroying-our-individualism-as-designers-bf8f4fb3aa97,figma_culture_is_destroying_our_individualism_as_designers,how_online_communities_and_brand_addiction…,411.0,0,6,ux_collective,01-03-2023,58,43
64,https://uxdesign.cc/the-blessing-of-no-choices-minimalism-in-ux-1421568aa7ea,minimalism_in_ux:_the_blessing_of_no choices,how_minimum_choices_enhance_users’_peace_of mind.,743.0,8,8,ux_collective,01-03-2023,44,49
65,https://uxdesign.cc/regenerative-ux-8ced0e2e5321,regenerative_ux,0,381.0,14,6,ux_collective,01-03-2023,15,0
66,https://uxdesign.cc/why-chatbots-fail-2bb6e5ce1434,why_chatbots fail,the_novelty_of_ai_does_not_make_up_for_a_bad ux,262.0,3,6,ux_collective,01-03-2023,17,47
67,https://uxdesign.cc/board-game-ux-a-study-on-visibility-of-system-status-fec51b30adbd,board_game_ux:_a_study_on_visibility_of_system status,0,145.0,1,8,ux_collective,01-03-2023,53,0
68,https://uxdesign.cc/made-for-5-billion-people-1db9d2074cfb,made_for_5_billion people,how_we_can_empower_humans_to_contribute_to_a_better_world_through_generative…,85.0,1,6,ux_collective,01-03-2023,25,77
69,https://uxdesign.cc/how-to-avoid-getting-designs-shot-down-in-the-name-of-consistency-cb7b4087ec21,how_to_avoid_getting_designs_shot_down_in_the_name_of_consistency,component-level_design_helps teams…,140.0,0,8,ux_collective,01-03-2023,65,35
70,https://medium.com/swlh/become-obsessed-with-your-5-9-not-your-9-5-11f8038e1016,"become_obsessed_with_your_5-9,_not_your 9-5",“sometimes_magic_is_just_someone_spending_more_time on…,1600.0,42,5,the_startup,01-03-2023,43,55
71,https://medium.com/swlh/it-took-3-years-for-anyone-to-notice-my-writing-and-im-so-glad-it-did-e03b218a39e1,it_took_3_years_for_anyone_to_notice_my_writing._and_i’m_so_glad_it did.,why_slow_success_is_often the…,3400.0,65,4,the_startup,01-03-2023,72,30
72,https://medium.com/swlh/6-micro-tricks-that-can-train-your-mind-to-create-more-content-a51ecae7bd4b,6_(micro)_tricks_that_can_train_your_mind_to_create_more content,you_are_capable_of_producing_more…,388.0,8,6,the_startup,01-03-2023,64,34
73,https://medium.com/swlh/i-signed-up-for-a-make-bank-with-ai-marketing-scheme-c6e93e81da9b,i_signed_up_for_a_“make_bank_with_ai”_marketing_scheme,“ai_will_earn_you_$20k_per_month!”_is the…,130.0,2,9,the_startup,01-03-2023,54,42
74,https://medium.com/swlh/a-newsletter-build-to-get-high-price-clients-eb9238d9ec2c,a_newsletter_build_to_get_high-price_clients,0,88.0,0,5,the_startup,01-03-2023,44,0
75,https://medium.com/swlh/yes-chatgpt-can-hurt-writers-but-not-the-way-you-think-ac1d20cc64f,why_it’s_crucial_to_fail_as_an_online_writer — (9 reasons),the_biggest_barrier_for_most_people_starting_an_online_writing_career_is fear.,302.0,3,8,the_startup,01-03-2023,58,78
76,https://medium.com/swlh/7-non-negotiable-things-you-should-think-about-as-a-freelance-writer-before-you-submit-your-guest-499537618725,7_non-negotiable_things_you_should_think_about_as_a_freelance_writer_before_you_submit_your_guest_post_to_a website,0,232.0,1,5,the_startup,01-03-2023,115,0
77,https://writingcooperative.com/the-boring-topics-that-got-my-substack-newsletter-to-74-000-subscribers-b3b5a0f24b88,"the_boring_topics_that_got_my_substack_newsletter_to_74,000_subscribers",and_earned_me_a_book_deal with…,1000.0,13,4,the_writing_cooperative,01-03-2023,71,31
78,https://writingcooperative.com/the-truth-about-why-some-people-are-more-creative-than-others-86e2eab76f44,the_truth_about_why_some_people_are_more_creative_than others,extreme_restrictions_lead_to_the most…,758.0,8,4,the_writing_cooperative,01-03-2023,61,38
79,https://writingcooperative.com/a-hack-for-creating-dramatic-effect-with-dialogue-tags-c9d30468b894,a_hack_for_creating_dramatic_effect_with_dialogue tags,0,0.0,0,5,the_writing_cooperative,01-03-2023,54,0
80,https://writingcooperative.com/5-reasons-to-give-basic-advice-as-a-writer-a302d5fcb13d,5_reasons_to_give_basic_advice_as_a writer,"the_underestimated_power_of_basic_advice,_and_why_it should…",65.0,0,5,the_writing_cooperative,01-03-2023,42,60
81,https://writingcooperative.com/write-now-with-orlando-ortega-medina-b6a2e028b089,write_now_with_orlando_ortega-medina,"today’s_write_now_interview_features_orlando_ortega-medina,_a…",32.0,0,4,the_writing_cooperative,01-03-2023,36,62
82,https://writingcooperative.com/a-writers-crisis-of-faith-f1dd23b1bb7,a_(writer’s)_crisis_of faith,how_to_recover_your_love_of_writing_if_you_find_yourself_in_a slump.,110.0,3,7,the_writing_cooperative,01-03-2023,28,68
83,https://uxdesign.cc/why-is-jarvis-the-only-male-ai-8f2d2eb63f58,why_is_jarvis_the_only_male ai?,why_was_jarvis_the_only_male-coded_ai_in_tony_stark’s_arsenal?_why is…,560.0,22,5,ux_collective,25-03-2023,31,70
84,https://uxdesign.cc/to-benefit-from-ai-your-organizations-learning-loops-must-evolve-5b6145415f6a,"to_benefit_from_ai,_your_organization’s_learning_loops_must evolve",ideas_are_cheap._ai_is_posed to…,139.0,4,11,ux_collective,25-03-2023,66,32
85,https://uxdesign.cc/user-flow-evaluations-why-heuristic-evaluations-are-old-news-23e39b32efef,user_flow_evaluations:_why_heuristic_evaluations_are_old news,i’m_saying_rip_to_heuristic_evaluations.,163.0,3,9,ux_collective,25-03-2023,61,40
86,https://uxdesign.cc/why-hyundai-decided-to-keep-physical-buttons-in-cars-47fb42f0a33e,why_hyundai_decided_to_keep_physical_buttons_in cars,improving_driving_safety_with_fitt’s law.,255.0,6,5,ux_collective,25-03-2023,52,41
87,https://uxdesign.cc/boosting-the-best-of-the-best-design-stories-on-medium-eb05f271c19d,boosting_the_best-of-the-best_design_stories_on medium,"you_write_it,_we_boost it.",263.0,1,4,ux_collective,25-03-2023,54,26
88,https://uxdesign.cc/florence-henri-the-forgotten-female-pioneer-of-surreal-photography-9d3e482f80df,florence_henri:_the_forgotten_female_pioneer_of_surreal_photography,0,81.0,2,7,ux_collective,25-03-2023,67,0
89,https://medium.com/swlh/if-i-was-22-again-and-just-starting-my-career-heres-the-life-changing-advice-i-d-give-myself-44e829e89537,"if_i_was_22_again_and_just_starting_my_career,_here’s_the_life-changing_advice_i’d_give myself",0,1700.0,27,7,the_startup,25-03-2023,94,0
90,https://medium.com/swlh/how-to-make-your-first-1-online-3a0b1e14b12d,how_to_make_your_first_$1 online,a_step-by-step_low-risk_strategy_to $1,968.0,26,5,the_startup,25-03-2023,32,38
91,https://medium.com/swlh/why-the-majority-of-our-online-side-hustles-arent-profitable-3aedd69e46c9,why_the_majority_of_our_“online_side_hustles”_aren’t_profitable,three_mindset_shifts_that_have helped…,260.0,2,5,the_startup,25-03-2023,63,38
92,https://writingcooperative.com/the-elements-that-make-great-fiction-5193cea2975d,the_elements_that_make_great fiction,introduction_to_the_five_elements_of fiction,92.0,1,6,the_writing_cooperative,25-03-2023,36,44
93,https://writingcooperative.com/5-fabulous-ways-to-make-it-astoundingly-clear-your-words-are-yours-6f3dae6ce0a2,5_fabulous_ways_to_make_it_astoundingly_clear_your_words_are yours,my_favourite_writing_techniques_to…,396.0,7,7,the_writing_cooperative,25-03-2023,66,35
94,https://writingcooperative.com/hidden-clues-in-character-names-unveiling-the-secrets-authors-dont-tell-you-and-even-themselves-a67d481c280e,hidden_clues_in_character_names:_unveiling_the_secrets_authors_don’t_tell_you_(and_even_themselves),0,52.0,0,5,the_writing_cooperative,25-03-2023,99,0
95,https://towardsdatascience.com/a-little-pandas-hack-to-handle-large-datasets-with-limited-memory-6745140f473b,a_little_pandas_hack_to_handle_large_datasets_with_limited memory,the_pandas_defaults_aren’t optimal…,185.0,5,8,towards_data_science,19-01-2023,65,35
96,https://towardsdatascience.com/how-to-set-started-with-tensorflow-using-keras-api-and-google-colab-5421e5e4ef56,how_to_get_started_with_tensorflow_using_keras_api_and_google colab,step-by-step_tutorial_to analyze…,241.0,4,11,towards_data_science,19-01-2023,67,33
97,https://towardsdatascience.com/data-quality-issues-that-kill-your-machine-learning-models-961591340b40,data_quality_issues_that_kill_your_machine_learning models,0,350.0,1,8,towards_data_science,19-01-2023,58,0
98,https://towardsdatascience.com/exploring-token-probabilities-as-a-means-to-filter-gpt-3s-answers-3e7dfc9ca0c,exploring_token_probabilities_as_a_means_to_filter_gpt-3’s answers,to_build_better_gpt-3-powered…,95.0,1,12,towards_data_science,19-01-2023,66,30
99,https://towardsdatascience.com/where-is-data-science-headed-in-2023-dc90d66eb9bd,where_is_data_science_headed_in 2023?,our_weekly_selection_of_must-read_editors’_picks_and_original…,64.0,0,3,towards_data_science,19-01-2023,37,62
100,https://towardsdatascience.com/google-application-credentials-python-ace518208a7,how_to_set_google_application_credentials_in python,configuring_application_default_credentials_and…,4.0,0,3,towards_data_science,19-01-2023,51,48
101,https://towardsdatascience.com/how-to-combine-the-forecasts-of-an-ensemble-11022e5cac25,how_to_combine_the_forecasts_of_an ensemble,using_dynamic_forecasting_ensembles_to_cope_with changes…,117.0,2,6,towards_data_science,19-01-2023,43,57
102,https://towardsdatascience.com/unlock-the-power-of-causal-inference-a-data-scientists-guide-to-understanding-backdoor-686d2826efa4,unlock_the_power_of_causal_inference:_a_data_scientist’s_guide_to_understanding_the_backdoor_adjustment_formula,0,51.0,1,9,towards_data_science,19-01-2023,111,0
103,https://towardsdatascience.com/where-is-the-bus-gtfs-will-tell-us-f8adc18a2f8e,where_is_the_bus?_gtfs_will_tell us!,show_the_real-time_locations_of_public_transport_vehicles_in the…,19.0,0,15,towards_data_science,19-01-2023,36,65
104,https://towardsdatascience.com/a-step-by-step-guide-to-row-and-columns-access-policies-in-bigquery-6b0f6fe0b19f,a_step-by-step_guide_to_row_and_columns_access_policies_in bigquery,google’s_datawarehouse_offers…,10.0,0,7,towards_data_science,19-01-2023,67,30
105,https://towardsdatascience.com/linear-algebra-finding-inverse-matrix-with-python-18dd988f4df,"linear_algebra:_finding_inverse_matrix,_with python",part_3:_a_comprehensive_step-by-step_guide to…,5.0,0,5,towards_data_science,19-01-2023,51,46
106,https://towardsdatascience.com/applied-reinforcement-learning-v-normalized-advantage-function-naf-for-continuous-control-62ad143d3095,applied_reinforcement_learning_v:_normalized_advantage_function_(naf)_for_continuous_control,0,37.0,0,9,towards_data_science,19-01-2023,92,0
107,https://towardsdatascience.com/a-quickstart-guide-to-uprooting-model-bias-f4465c8e84bc,a_quickstart_guide_to_uprooting_model bias,0,1100.0,1,12,towards_data_science,19-01-2023,42,0
108,https://towardsdatascience.com/validate-a-string-as-html-using-sql-d70e81149a2,validate_a_string_as_html_using sql,is_it_possible_to_check_if_a_string_contains_valid_html_using just…,40.0,0,10,towards_data_science,19-01-2023,35,67
109,https://uxdesign.cc/headless-design-systems-in-figma-df141768929a,headless_design_systems_in figma,how_to_use_tokens_studio_to_create_flexible_component_libraries,892.0,18,6,ux_collective,19-01-2023,32,63
110,https://uxdesign.cc/a-brief-literary-history-of-ar-b7b14d4c89,"a_brief,_literary_history_of ar","in_borge’s_on_exactitude_in_science,_he_imagines_a_map_as_large_as the…",87.0,1,7,ux_collective,19-01-2023,31,71
111,https://medium.com/swlh/i-nearly-died-laughing-when-a-vc-told-me-the-1-metric-he-uses-for-deciding-which-startups-to-fund-f5090fc27329,"<strong_class=""markup--strong_markup--h3-strong"">i_nearly_died_laughing_when_a_vc_told_me_the_#1_metric_he_uses_for_deciding_which_startups_to fund</strong>",0,323.0,9,5,the_startup,19-01-2023,156,0
112,https://medium.com/swlh/recession-proof-yourself-with-these-proven-strategies-to-live-with-less-stress-and-more-freedom-1f59481aae5b,recession-proof_yourself_with_these_proven_strategies_to_live_with_less_stress_(and_more freedom),0,783.0,9,6,the_startup,19-01-2023,97,0
113,https://medium.com/swlh/how-to-write-for-vice-in-4-steps-aa32599a2009,"how_to_write_for_vice,_in_4 steps",0,625.0,3,9,the_startup,19-01-2023,33,0
114,https://medium.com/swlh/the-mindset-that-brings-unlimited-willpower-423164f45e2e,the_mindset_that_brings_unlimited_willpower,0,263.0,0,5,the_startup,19-01-2023,43,0
115,https://medium.com/swlh/7-careless-mistakes-which-could-destroy-your-freelance-career-ad098a9077ee,7_careless_mistakes_which_could_destroy_your_freelance_career,"to_develop_a_career_as_a_freelancer,_you’ll_need_to_make_certain_adjustments_to_your_outlook_and habit.",152.0,2,6,the_startup,19-01-2023,61,103
116,https://medium.com/swlh/5-lessons-from-reaching-5-000-subscribers-on-youtube-733be75a875c,"5_lessons_from_reaching_5,000_subscribers_on youtube",in_a_small niche,101.0,0,4,the_startup,19-01-2023,52,16
117,https://medium.com/swlh/3-mantras-i-adopted-to-silence-my-inner-critic-and-unleash-my-creative-self-52d3ac1276a3,3_mantras_i_adopted_to_silence_my_inner_critic_and_unleash_my_creative self,0,85.0,0,5,the_startup,19-01-2023,75,0
